story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l03	7	χóeri	xoêri	1	ri	ri	ri	REFL/OBL	case/postposition	relation=reflexive_or_oblique	high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l03	8	d̮it	cit	0	d̮it	cit	dit	plow			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l03	9	kerdíni.	kêrdini	0	kerdíni	kêrdini	kerdini	was doing			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	0	Ē̱n’oe	Enoê	0	Ē̱n’oe	Enoê	enoe	this			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	1	me̱rdṳ́mu	merdûmû	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	1	me̱rdṳ́mu	merdûmû	1	u	û	-u	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	2	Ńerbíd̮	Nyêrbic	0	Ńeríb	Nyêrib	nerib	Nerib			high	User note on s01_l02; place-name base in affiliation form.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	2	Ńerbíd̮	Nyêrbic	1	d̮	c	-ic	AFFIL	derivational_suffix	relation=person_from_place	medium	User note on s01_l02: nerb-ic, person from Nerib.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	3	āmé	amê	0	āmé	amê	ame	came			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	4	ē̱n’oe	enoê	0	ē̱n’oe	enoê	enoe	this			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	5	me̱rdṳ́mi	merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	5	me̱rdṳ́mi	merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	6	Hʿyẹ̄́neyid̮ra	'Hyênêyicra	0	Hʿyẹ̄́neyid̮	'Hyênêyic	hyeneyid	Hyeni person			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	6	Hʿyẹ̄́neyid̮ra	'Hyênêyicra	1	ra	ra	ra	ABL	postposition	relation=source	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l04	7	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	0	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	1	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	2	t̮i	çi	0	t̮i	çi	ti	what			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	3	bén’i	bêni	0	b	b	be	be/take			low	Muller 1865, ZGP-0356 present -ena/-ana material.	Stem reading depends on context; word-level gloss remains the safer guide.
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	3	bén’i	bêni	1	én’i	eni	-ena	PRS/FUT	suffix	tense_aspect=present_or_future	medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	4	e̱tia	etya	0	e̱tia	etya	etia	here (modern Zazaki: itiya)			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	5	d̮it	cit	0	d̮it	cit	dit	plow			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	6	kén’i.	kêni	0	k	k	kerd	do/make			medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	6	kén’i.	kêni	1	én’i	eni	-ena	PRS	suffix	tense_aspect=present	medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	7	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	7	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	8	Hʿyẹ̄́neyid̮i	'Hyênêyici	0	Hʿyẹ̄́neyid̮i	'Hyênêyici	hyeneyidi	Hyeni person			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	9	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	10	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	11	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l05	12	γi̥zmkā́ri	ğızmkari	0	γi̥zmkā́ri	ğızmkari	gizmkari	servant			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	0	Mél’a	Mêla	0	Mél’a	Mêla	mela	Mela, religious title			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	1	Haseíni	Hasêyni	0	Haseíni	Hasêyni	haseini	Hasein, personal name			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	2	Muγaráya,	Mûğaraya	0	Muγaráya	Mûğaraya	mugaraya	Muyara, name			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	3	e̱tia	etya	0	e̱tia	etya	etia	here (modern Zazaki: itiya)			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	4	d̮it	cit	0	d̮it	cit	dit	plow			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	5	kén’a.	kêna	0	k	k	kerd	do/make			medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	5	kén’a.	kêna	1	én’a	ena	-ena	PRS.1SG	suffix	tense_aspect=present;person=1;number=singular	medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	6	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	6	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	7	Ńerbíd̮	Nyêrbic	0	Ńeríb	Nyêrib	nerib	Nerib			high	User note on s01_l02; place-name base in affiliation form.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l06	7	Ńerbíd̮	Nyêrbic	1	d̮	c	-ic	AFFIL	derivational_suffix	relation=person_from_place	medium	User note on s01_l02: nerb-ic, person from Nerib.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	0	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	1	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	2	Mél’a	Mêla	0	Mél’a	Mêla	mela	Mela, religious title			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	3	Haseíni	Hasêyni	0	Haseíni	Hasêyni	haseini	Hasein, personal name			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	4	Muyará	Mûyara	0	Muyará	Mûyara	muyara	Muyara, name			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	5	χóera	xoêra	0	χóe	xoê	xoe	self/own			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	5	χóera	xoêra	1	ra	ra	ra	REFL/RECIP	postposition	relation=reflexive_or_recipient	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	6	dišméniménu,	dişmênimênû	0	dišméniménu	dişmênimênû	dismenimenu	is my enemy			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	7	wéχtipī́riki	wêxtipiriki	0	wéχtipī́riki	wêxtipiriki	wextipiriki	grandfather's time			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l07	8	mi̥de	mıdê	0	mi̥de	mıdê	mide	with			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	0	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	1	γi̥zmkā́ri	ğızmkari	0	γi̥zmkā́ri	ğızmkari	gizmkari	servant			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	2	pī́riki	piriki	0	pī́riki	piriki	piriki	grandfather			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	3	min	min	0	min	min	min	1SG			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	4	kištu,	kiştû	0	kištu	kiştû	kistu	killed			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	5	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	6	eíroe	êyroê	0	eíroe	êyroê	eiroe	today			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	7	hʿeífi	'hêyfi	0	hʿeífi	'hêyfi	heifi	revenge			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	8	túera	twêra	0	túe	twê	tue	2SG.OBL			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	8	túera	twêra	1	ra	ra	ra	ABL/RECIP	postposition	relation=contextual	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	9	ǵen’u.	gênû	0	ǵen’u	gênû	genu	I take			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	10	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l08	10	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	0	Hʿyẹ̄́neyid̮i	'Hyênêyici	0	Hʿyẹ̄́neyid̮i	'Hyênêyici	hyeneyidi	Hyeni person			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	1	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	2	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	3	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	4	γi̥zmkā́ra,	ğızmkara	0	γi̥zmkā́ra	ğızmkara	gizmkara	servant			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	5	de̱rdi	derdi	0	de̱rdi	derdi	derdi	grief			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	6	tue	twê	0	tue	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	7	é̱be	ebê	0	é̱be	ebê	ebe	through			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	8	me	mê	0	me	mê	me	1SG			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	9	de̱rmā́ṅ	dermang	0	de̱rmā́ṅ	dermang	derman	remedy			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	10	ńebén’u.	nyêbênû	0	ńe	ne	ne-	NEG	prefix	polarity=negative	high	Lerch corpus pattern plus modern Zazaki comparison: ne-/ńe- negative prefix.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l09	10	ńebén’u.	nyêbênû	1	bén’u	bênû	benu	be			high	Lerch corpus pattern plus modern Zazaki comparison: ne-/ńe- negative prefix.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	0	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	0	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	1	Ńerbíd̮i	Nyêrbici	0	Ńeríb	Nyêrib	nerib	Nerib			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.; user note on s01_l02.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	1	Ńerbíd̮i	Nyêrbici	1	d̮	c	-ic	AFFIL	derivational_suffix	relation=person_from_place	medium	User note on s01_l02: nerb-ic, person from Nerib.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	1	Ńerbíd̮i	Nyêrbici	2	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	2	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	3	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	4	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	5	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	6	kišén’a.	kişêna	0	kiš	kiş	kist	kill			high	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	6	kišén’a.	kişêna	1	én’a	ena	-ena	PRS/FUT.1SG	suffix	tense_aspect=present_or_future;person=1;number=singular	medium	Muller 1865, ZGP-0356 present -ena/-ana material.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	7	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	7	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	8	Hʿyẹ̄́neyid̮i	'Hyênêyici	0	Hʿyẹ̄́neyid̮i	'Hyênêyici	hyeneyidi	Hyeni person			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	9	šẹ̄	şê	0	šẹ̄	şê	se	went			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h01_l10	10	t̮é̱ki	çeki	0	t̮é̱ki	çeki	teki	weapon			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	0	χóe	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	1	geraúti	gêrawti	0	geraúti	gêrawti	gerauti	took			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	2	ti̥rsi	tırsi	0	ti̥rsi	tırsi	tirsi	pistols			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	3	χóe	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	4	kerd,	kêrd	0	kerd	kêrd	kerd	did			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	5	χo	xo	0	χo	xo	xo	own			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	6	dest	dêst	0	dest	dêst	dest	hand			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	7	šimšyéri	şimşyêri	0	šimšyéri	şimşyêri	simsyeri	sword			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	8	χóe	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	9	weránd,	wêrand	0	weránd	wêrand	werand	put			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	10	šẹ̄	şê	0	šẹ̄	şê	se	went			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	11	me̱rdṳ́mi	merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l01	11	me̱rdṳ́mi	merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	0	Ńerbíd̮i	Nyêrbici	0	Ńeríb	Nyêrib	nerib	Nerib			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.; user note on s01_l02.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	0	Ńerbíd̮i	Nyêrbici	1	d̮	c	-ic	AFFIL	derivational_suffix	relation=person_from_place	medium	User note on s01_l02: nerb-ic, person from Nerib.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	0	Ńerbíd̮i	Nyêrbici	2	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	1	ser.	sêr	0	ser	sêr	ser	against			unsplit	Current word-level token gloss; no confident internal split applied.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	2	Me̱rdṳ́mi	Merdûmi	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	2	Me̱rdṳ́mi	Merdûmi	1	i	i	-i	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.	
Kauγé Ńeríb u Hʿyẹ̄́ni.	h02_l02	3	Ńerbíd̮i	Nyêrbici	0	Ńeríb	Nyêrib	nerib	Nerib			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.; user note on s01_l02.	
